Onset,Offset,MIDI number,Pitch name,Duration,Staff,Measure,Beat in Measure
51.0,51.25,61,C#4,0.25,0,25,1.0
51.25,51.5,71,B4,0.25,0,25,1.25
51.5,51.75,69,A4,0.25,0,25,1.5
51.75,52.0,67,G4,0.25,0,25,1.75
52.0,52.5,38,D2,0.5,1,26,0.0
52.0,52.25,66,F#4,0.25,0,26,0.0
52.25,52.5,62,D4,0.25,0,26,0.25
52.5,52.75,64,E4,0.25,0,26,0.5
52.75,53.0,66,F#4,0.25,0,26,0.75
53.0,53.25,57,A3,0.25,0,26,1.0
53.0,53.5,50,D3,0.5,1,26,1.0
53.25,53.5,60,C4,0.25,0,26,1.25
53.5,53.75,59,B3,0.25,0,26,1.5
53.75,54.0,57,A3,0.25,0,26,1.75
54.0,54.25,59,B3,0.25,0,27,0.0
54.0,54.5,38,D2,0.5,1,27,0.0
54.25,54.5,62,D4,0.25,0,27,0.25
54.5,54.75,64,E4,0.25,0,27,0.5
54.75,55.0,66,F#4,0.25,0,27,0.75
55.0,55.25,59,B3,0.25,0,27,1.0
55.0,55.5,50,D3,0.5,1,27,1.0
55.25,55.5,69,A4,0.25,0,27,1.25
55.5,55.75,68,G#4,0.25,0,27,1.5
55.75,56.0,66,F#4,0.25,0,27,1.75
56.0,56.25,68,G#4,0.25,0,28,0.0
56.0,56.5,38,D2,0.5,1,28,0.0
56.25,56.5,64,E4,0.25,0,28,0.25
56.5,56.75,66,F#4,0.25,0,28,0.5
56.75,57.0,68,G#4,0.25,0,28,0.75
57.0,57.5,56,G#3,0.5,1,28,1.0
57.0,57.25,59,B3,0.25,0,28,1.0
57.25,57.5,62,D4,0.25,0,28,1.25
57.5,57.75,60,C4,0.25,0,28,1.5
57.75,58.0,59,B3,0.25,0,28,1.75
58.0,58.25,57,A3,0.25,0,29,0.0
58.0,58.5,48,C3,0.5,1,29,0.0
58.25,58.5,60,C4,0.25,0,29,0.25
58.5,58.75,62,D4,0.25,0,29,0.5
58.75,59.0,64,E4,0.25,0,29,0.75
59.0,59.25,57,A3,0.25,0,29,1.0
59.0,59.5,54,F#3,0.5,1,29,1.0
59.25,59.5,67,G4,0.25,0,29,1.25
59.5,59.75,66,F#4,0.25,0,29,1.5
59.75,60.0,64,E4,0.25,0,29,1.75
60.0,60.25,63,D#4,0.25,0,30,0.0
60.0,60.5,47,B2,0.5,1,30,0.0
60.25,60.5,57,A3,0.25,0,30,0.25
60.5,60.75,59,B3,0.25,0,30,0.5
60.75,61.0,60,C4,0.25,0,30,0.75
61.0,61.25,54,F#3,0.25,0,30,1.0
61.0,61.5,51,D#3,0.5,1,30,1.0
61.25,61.5,60,C4,0.25,0,30,1.25
61.5,61.75,59,B3,0.25,0,30,1.5
61.75,62.0,57,A3,0.25,0,30,1.75
62.0,62.25,55,G3,0.25,0,31,0.0
62.0,62.5,52,E3,0.5,1,31,0.0
62.25,62.5,64,E4,0.25,0,31,0.25
62.5,62.75,66,F#4,0.25,0,31,0.5
62.75,63.0,67,G4,0.25,0,31,0.75
63.0,63.5,55,G3,0.5,1,31,1.0
63.0,63.25,59,B3,0.25,0,31,1.0
63.25,63.5,62,D4,0.25,0,31,1.25
63.5,63.75,61,C#4,0.25,0,31,1.5
63.75,64.0,59,B3,0.25,0,31,1.75
64.0,64.5,47,B2,0.5,1,32,0.0
64.0,64.25,58,A#3,0.25,0,32,0.0
64.25,64.5,61,C#4,0.25,0,32,0.25
64.5,64.75,62,D4,0.25,0,32,0.5
64.75,65.0,64,E4,0.25,0,32,0.75
65.0,65.25,58,A#3,0.25,0,32,1.0
65.0,65.5,52,E3,0.5,1,32,1.0
65.25,65.5,67,G4,0.25,0,32,1.25
65.5,65.75,66,F#4,0.25,0,32,1.5
65.75,66.0,64,E4,0.25,0,32,1.75
66.0,66.5,55,G3,0.5,1,33,0.0
66.0,66.25,73,C#5,0.25,0,33,0.0
66.25,66.5,70,A#4,0.25,0,33,0.25
66.5,66.75,71,B4,0.25,0,33,0.5
66.75,67.0,73,C#5,0.25,0,33,0.75
67.0,67.25,66,F#4,0.25,0,33,1.0
67.0,67.5,58,A#3,0.5,1,33,1.0
67.25,67.5,76,E5,0.25,0,33,1.25
67.5,67.75,74,D5,0.25,0,33,1.5
67.75,68.0,73,C#5,0.25,0,33,1.75
68.0,68.25,74,D5,0.25,0,34,0.0
68.0,68.5,47,B2,0.5,1,34,0.0
68.25,68.5,71,B4,0.25,0,34,0.25
68.5,68.75,73,C#5,0.25,0,34,0.5
68.75,69.0,74,D5,0.25,0,34,0.75
69.0,69.25,66,F#4,0.25,0,34,1.0
69.0,69.5,59,B3,0.5,1,34,1.0
69.25,69.5,69,A4,0.25,0,34,1.25
69.5,69.75,68,G#4,0.25,0,34,1.5
69.75,70.0,66,F#4,0.25,0,34,1.75
70.0,70.25,68,G#4,0.25,0,35,0.0
70.0,70.5,52,E3,0.5,1,35,0.0
70.25,70.5,71,B4,0.25,0,35,0.25
70.5,70.75,72,C5,0.25,0,35,0.5
70.75,71.0,74,D5,0.25,0,35,0.75
71.0,71.25,64,E4,0.25,0,35,1.0
71.0,71.5,56,G#3,0.5,1,35,1.0
71.25,71.5,74,D5,0.25,0,35,1.25
71.5,71.75,72,C5,0.25,0,35,1.5
71.75,72.0,71,B4,0.25,0,35,1.75
72.0,72.25,72,C5,0.25,0,36,0.0
72.0,72.5,45,A2,0.5,1,36,0.0
72.25,72.5,69,A4,0.25,0,36,0.25
72.5,72.75,71,B4,0.25,0,36,0.5
72.75,73.0,72,C5,0.25,0,36,0.75
73.0,73.5,57,A3,0.5,1,36,1.0
73.0,73.25,64,E4,0.25,0,36,1.0
73.25,73.5,67,G4,0.25,0,36,1.25
73.5,73.75,66,F#4,0.25,0,36,1.5
73.75,74.0,64,E4,0.25,0,36,1.75
74.0,74.5,50,D3,0.5,1,37,0.0
74.0,74.25,66,F#4,0.25,0,37,0.0
74.25,74.5,69,A4,0.25,0,37,0.25
74.5,74.75,71,B4,0.25,0,37,0.5
74.75,75.0,72,C5,0.25,0,37,0.75
75.0,75.25,62,D4,0.25,0,37,1.0
75.0,75.5,54,F#3,0.5,1,37,1.0
75.25,75.5,72,C5,0.25,0,37,1.25
75.5,75.75,71,B4,0.25,0,37,1.5
75.75,76.0,69,A4,0.25,0,37,1.75
76.0,76.25,71,B4,0.25,0,38,0.0
76.0,76.5,43,G2,0.5,1,38,0.0
76.25,76.5,67,G4,0.25,0,38,0.25
76.5,76.75,69,A4,0.25,0,38,0.5
76.75,77.0,71,B4,0.25,0,38,0.75
77.0,77.25,62,D4,0.25,0,38,1.0
77.0,77.5,55,G3,0.5,1,38,1.0
77.25,77.5,71,B4,0.25,0,38,1.25
77.5,77.75,69,A4,0.25,0,38,1.5
77.75,78.0,67,G4,0.25,0,38,1.75
78.0,78.25,74,D5,0.25,0,39,0.0
78.0,78.5,47,B2,0.5,1,39,0.0
78.25,78.5,67,G4,0.25,0,39,0.25
78.5,78.75,69,A4,0.25,0,39,0.5
78.75,79.0,71,B4,0.25,0,39,0.75
79.0,79.5,55,G3,0.5,1,39,1.0
79.0,79.25,62,D4,0.25,0,39,1.0
79.25,79.5,71,B4,0.25,0,39,1.25
79.5,79.75,69,A4,0.25,0,39,1.5
79.75,80.0,67,G4,0.25,0,39,1.75
80.0,80.5,45,A2,0.5,1,40,0.0
80.0,80.25,72,C5,0.25,0,40,0.0
80.25,80.5,69,A4,0.25,0,40,0.25
80.5,80.75,71,B4,0.25,0,40,0.5
80.75,81.0,72,C5,0.25,0,40,0.75
81.0,81.5,55,G3,0.5,1,40,1.0
81.0,81.25,64,E4,0.25,0,40,1.0
81.25,81.5,67,G4,0.25,0,40,1.25
81.5,81.75,66,F#4,0.25,0,40,1.5
81.75,82.0,64,E4,0.25,0,40,1.75
82.0,82.25,66,F#4,0.25,0,41,0.0
82.0,82.5,50,D3,0.5,1,41,0.0
82.25,82.5,69,A4,0.25,0,41,0.25
82.5,82.75,71,B4,0.25,0,41,0.5
82.75,83.0,72,C5,0.25,0,41,0.75
83.0,83.5,54,F#3,0.5,1,41,1.0
83.0,83.25,62,D4,0.25,0,41,1.0
83.25,83.5,72,C5,0.25,0,41,1.25
83.5,83.75,71,B4,0.25,0,41,1.5
83.75,84.0,69,A4,0.25,0,41,1.75
84.0,84.5,43,G2,0.5,1,42,0.0
84.0,84.25,71,B4,0.25,0,42,0.0
84.25,84.5,67,G4,0.25,0,42,0.25
84.5,84.75,69,A4,0.25,0,42,0.5
84.75,85.0,71,B4,0.25,0,42,0.75
85.0,85.5,55,G3,0.5,1,42,1.0
85.0,85.25,62,D4,0.25,0,42,1.0
85.25,85.5,66,F#4,0.25,0,42,1.25
85.5,85.75,64,E4,0.25,0,42,1.5
85.75,86.0,62,D4,0.25,0,42,1.75
86.0,86.5,43,G2,0.5,1,43,0.0
86.0,86.25,64,E4,0.25,0,43,0.0
86.25,86.5,67,G4,0.25,0,43,0.25
86.5,86.75,69,A4,0.25,0,43,0.5
86.75,87.0,71,B4,0.25,0,43,0.75
87.0,87.25,64,E4,0.25,0,43,1.0
87.0,87.5,55,G3,0.5,1,43,1.0
87.25,87.5,74,D5,0.25,0,43,1.25
87.5,87.75,73,C#5,0.25,0,43,1.5
87.75,88.0,71,B4,0.25,0,43,1.75
88.0,88.25,73,C#5,0.25,0,44,0.0
88.0,88.5,43,G2,0.5,1,44,0.0
88.25,88.5,69,A4,0.25,0,44,0.25
88.5,88.75,71,B4,0.25,0,44,0.5
88.75,89.0,73,C#5,0.25,0,44,0.75
89.0,89.5,49,C#3,0.5,1,44,1.0
89.0,89.25,64,E4,0.25,0,44,1.0
89.25,89.5,67,G4,0.25,0,44,1.25
89.5,89.75,66,F#4,0.25,0,44,1.5
89.75,90.0,64,E4,0.25,0,44,1.75
90.0,90.5,42,F#2,0.5,1,45,0.0
90.0,90.25,62,D4,0.25,0,45,0.0
90.25,90.5,66,F#4,0.25,0,45,0.25
90.5,90.75,67,G4,0.25,0,45,0.5
90.75,91.0,69,A4,0.25,0,45,0.75
91.0,91.25,59,B3,0.25,0,45,1.0
91.0,91.5,50,D3,0.5,1,45,1.0
91.25,91.5,69,A4,0.25,0,45,1.25
91.5,91.75,67,G4,0.25,0,45,1.5
91.75,92.0,66,F#4,0.25,0,45,1.75
92.0,92.25,67,G4,0.25,0,46,0.0
92.0,92.5,40,E2,0.5,1,46,0.0
92.25,92.5,64,E4,0.25,0,46,0.25
92.5,92.75,66,F#4,0.25,0,46,0.5
92.75,93.0,67,G4,0.25,0,46,0.75
93.0,93.25,59,B3,0.25,0,46,1.0
93.0,93.5,50,D3,0.5,1,46,1.0
93.25,93.5,62,D4,0.25,0,46,1.25
93.5,93.75,61,C#4,0.25,0,46,1.5
93.75,94.0,59,B3,0.25,0,46,1.75
94.0,94.5,45,A2,0.5,1,47,0.0
94.0,94.25,61,C#4,0.25,0,47,0.0
94.25,94.5,64,E4,0.25,0,47,0.25
94.5,94.75,66,F#4,0.25,0,47,0.5
94.75,95.0,67,G4,0.25,0,47,0.75
95.0,95.5,49,C#3,0.5,1,47,1.0
95.0,95.25,57,A3,0.25,0,47,1.0
95.25,95.5,67,G4,0.25,0,47,1.25
95.5,95.75,66,F#4,0.25,0,47,1.5
95.75,96.0,64,E4,0.25,0,47,1.75
96.0,96.5,38,D2,0.5,1,48,0.0
96.0,96.25,66,F#4,0.25,0,48,0.0
96.25,96.5,62,D4,0.25,0,48,0.25
96.5,96.75,64,E4,0.25,0,48,0.5
96.75,97.0,66,F#4,0.25,0,48,0.75
97.0,97.25,57,A3,0.25,0,48,1.0
97.0,97.5,50,D3,0.5,1,48,1.0
97.25,97.5,66,F#4,0.25,0,48,1.25
97.5,97.75,64,E4,0.25,0,48,1.5
97.75,98.0,62,D4,0.25,0,48,1.75
98.0,98.25,69,A4,0.25,0,49,0.0
98.0,98.5,42,F#2,0.5,1,49,0.0
98.25,98.5,66,F#4,0.25,0,49,0.25
98.5,98.75,67,G4,0.25,0,49,0.5
98.75,99.0,69,A4,0.25,0,49,0.75
99.0,99.25,62,D4,0.25,0,49,1.0
99.0,99.5,57,A3,0.5,1,49,1.0
99.25,99.5,72,C5,0.25,0,49,1.25
99.5,99.75,71,B4,0.25,0,49,1.5
99.75,100.0,69,A4,0.25,0,49,1.75
100.0,100.25,71,B4,0.25,0,50,0.0
100.0,100.5,43,G2,0.5,1,50,0.0
100.25,100.5,67,G4,0.25,0,50,0.25
100.5,100.75,69,A4,0.25,0,50,0.5
100.75,101.0,71,B4,0.25,0,50,0.75
101.0,101.25,62,D4,0.25,0,50,1.0
101.0,101.5,55,G3,0.5,1,50,1.0
101.25,101.5,71,B4,0.25,0,50,1.25
101.5,101.75,69,A4,0.25,0,50,1.5
101.75,102.0,67,G4,0.25,0,50,1.75
102.0,102.25,74,D5,0.25,0,51,0.0
102.0,102.5,47,B2,0.5,1,51,0.0
102.25,102.5,71,B4,0.25,0,51,0.25
102.5,102.75,73,C#5,0.25,0,51,0.5
102.75,103.0,74,D5,0.25,0,51,0.75
103.0,103.25,68,G#4,0.25,0,51,1.0
103.0,103.5,62,D4,0.5,1,51,1.0
103.25,103.5,77,F5,0.25,0,51,1.25
103.5,103.75,76,E5,0.25,0,51,1.5
103.75,104.0,74,D5,0.25,0,51,1.75
104.0,104.25,73,C#5,0.25,0,52,0.0
104.0,116.0,45,A2,12.0,1,52,0.0
104.25,104.5,69,A4,0.25,0,52,0.25
104.5,104.75,71,B4,0.25,0,52,0.5
104.75,105.0,73,C#5,0.25,0,52,0.75
105.0,105.25,64,E4,0.25,0,52,1.0
105.0,105.5,55,G3,0.5,1,52,1.0
105.25,105.5,67,G4,0.25,0,52,1.25
105.5,105.75,66,F#4,0.25,0,52,1.5
105.75,106.0,64,E4,0.25,0,52,1.75
106.0,106.5,54,F#3,0.5,1,53,0.0
106.0,106.25,69,A4,0.25,0,53,0.0
106.25,106.5,74,D5,0.25,0,53,0.25
106.5,106.75,76,E5,0.25,0,53,0.5
106.75,107.0,78,F#5,0.25,0,53,0.75
107.0,107.5,50,D3,0.5,1,53,1.0
107.0,107.25,71,B4,0.25,0,53,1.0
107.25,107.5,81,A5,0.25,0,53,1.25
107.5,107.75,79,G5,0.25,0,53,1.5
107.75,108.0,78,F#5,0.25,0,53,1.75
108.0,108.5,52,E3,0.5,1,54,0.0
108.0,108.25,79,G5,0.25,0,54,0.0
108.25,108.5,73,C#5,0.25,0,54,0.25
108.5,108.75,74,D5,0.25,0,54,0.5
108.75,109.0,76,E5,0.25,0,54,0.75
109.0,109.25,69,A4,0.25,0,54,1.0
109.0,109.5,49,C#3,0.5,1,54,1.0
109.25,109.5,79,G5,0.25,0,54,1.25
109.5,109.75,78,F#5,0.25,0,54,1.5
109.75,110.0,76,E5,0.25,0,54,1.75
110.0,110.5,50,D3,0.5,1,55,0.0
110.0,110.25,78,F#5,0.25,0,55,0.0
110.25,110.5,71,B4,0.25,0,55,0.25
110.5,110.75,73,C#5,0.25,0,55,0.5
110.75,111.0,74,D5,0.25,0,55,0.75
111.0,111.5,47,B2,0.5,1,55,1.0
111.0,111.25,68,G#4,0.25,0,55,1.0
111.25,111.5,78,F#5,0.25,0,55,1.25
111.5,111.75,76,E5,0.25,0,55,1.5
111.75,112.0,74,D5,0.25,0,55,1.75
112.0,112.25,73,C#5,0.25,0,56,0.0
112.25,112.5,52,E3,0.25,1,56,0.25
112.25,112.5,67,G4,0.25,0,56,0.25
112.5,112.75,69,A4,0.25,0,56,0.5
112.5,112.75,54,F#3,0.25,1,56,0.5
112.75,113.0,55,G3,0.25,1,56,0.75
112.75,113.0,70,A#4,0.25,0,56,0.75
113.0,113.25,49,C#3,0.25,1,56,1.0
113.0,113.25,64,E4,0.25,0,56,1.0
113.25,113.5,52,E3,0.25,1,56,1.25
113.25,113.5,67,G4,0.25,0,56,1.25
113.5,113.75,65,F4,0.25,0,56,1.5
113.5,113.75,50,D3,0.25,1,56,1.5
113.75,114.0,64,E4,0.25,0,56,1.75
113.75,114.0,49,C#3,0.25,1,56,1.75
114.0,114.25,50,D3,0.25,1,57,0.0
114.0,114.25,65,F4,0.25,0,57,0.0
114.25,114.5,74,D5,0.25,0,57,0.25
114.25,114.5,53,F3,0.25,1,57,0.25
114.5,114.75,76,E5,0.25,0,57,0.5
114.5,114.75,55,G3,0.25,1,57,0.5
114.75,115.0,57,A3,0.25,1,57,0.75
114.75,115.0,77,F5,0.25,0,57,0.75
115.0,115.25,52,E3,0.25,1,57,1.0
115.0,115.25,73,C#5,0.25,0,57,1.0
115.25,115.5,55,G3,0.25,1,57,1.25
115.25,115.5,76,E5,0.25,0,57,1.25
115.5,115.75,53,F3,0.25,1,57,1.5
115.5,115.75,74,D5,0.25,0,57,1.5
115.75,116.0,73,C#5,0.25,0,57,1.75
115.75,116.0,52,E3,0.25,1,57,1.75
116.0,116.25,53,F3,0.25,1,58,0.0
116.0,116.25,74,D5,0.25,0,58,0.0
116.25,116.5,82,A#5,0.25,0,58,0.25
116.25,116.5,50,D3,0.25,1,58,0.25
116.5,116.75,52,E3,0.25,1,58,0.5
116.5,116.75,81,A5,0.25,0,58,0.5
116.75,117.0,53,F3,0.25,1,58,0.75
116.75,117.0,79,G5,0.25,0,58,0.75
117.0,117.25,45,A2,0.25,1,58,1.0
117.0,117.25,77,F5,0.25,0,58,1.0
117.25,117.5,48,C3,0.25,1,58,1.25
117.25,117.5,76,E5,0.25,0,58,1.25
117.5,117.75,46,A#2,0.25,1,58,1.5
117.5,117.75,74,D5,0.25,0,58,1.5
117.75,118.0,73,C#5,0.25,0,58,1.75
117.75,118.0,45,A2,0.25,1,58,1.75
118.0,124.0,44,G#2,6.0,1,59,0.0
118.0,118.25,74,D5,0.25,0,59,0.0
118.25,118.5,77,F5,0.25,0,59,0.25
118.5,118.75,76,E5,0.25,0,59,0.5
118.75,119.0,74,D5,0.25,0,59,0.75
119.0,119.25,83,B5,0.25,0,59,1.0
119.25,119.5,80,G#5,0.25,0,59,1.25
119.5,119.75,81,A5,0.25,0,59,1.5
119.75,120.0,83,B5,0.25,0,59,1.75
120.0,120.25,77,F5,0.25,0,60,0.0
120.25,120.5,74,D5,0.25,0,60,0.25
120.5,120.75,76,E5,0.25,0,60,0.5
120.75,121.0,77,F5,0.25,0,60,0.75
121.0,121.25,71,B4,0.25,0,60,1.0
121.25,121.5,68,G#4,0.25,0,60,1.25
121.5,121.75,69,A4,0.25,0,60,1.5
121.75,122.0,71,B4,0.25,0,60,1.75
122.0,122.25,64,E4,0.25,0,61,0.0
122.25,122.5,66,F#4,0.25,0,61,0.25
122.5,122.75,68,G#4,0.25,0,61,0.5
122.75,123.0,69,A4,0.25,0,61,0.75
123.0,123.25,71,B4,0.25,0,61,1.0
123.25,123.5,73,C#5,0.25,0,61,1.25
123.5,123.75,74,D5,0.25,0,61,1.5
123.75,124.0,76,E5,0.25,0,61,1.75
124.0,128.0,45,A2,4.0,1,62,0.0
124.0,125.5,77,F5,1.5,0,62,0.0
124.25,124.5,73,C#5,0.25,0,62,0.25
124.5,125.0,57,A3,0.5,1,62,0.5
124.5,124.75,74,D5,0.25,0,62,0.5
124.75,125.0,69,A4,0.25,0,62,0.75
125.0,125.25,70,A#4,0.25,0,62,1.0
125.0,125.5,55,G3,0.5,1,62,1.0
125.25,125.5,67,G4,0.25,0,62,1.25
125.5,126.0,49,C#3,0.5,1,62,1.5
125.5,126.5,76,E5,1.0,0,62,1.5
125.75,126.0,67,G4,0.25,0,62,1.75
126.0,126.25,69,A4,0.25,0,63,0.0
126.0,126.5,53,F3,0.5,1,63,0.0
126.25,126.5,65,F4,0.25,0,63,0.25
126.5,127.5,74,D5,1.0,0,63,0.5
126.5,127.0,50,D3,0.5,1,63,0.5
126.75,127.0,65,F4,0.25,0,63,0.75
127.0,127.25,67,G4,0.25,0,63,1.0
127.0,127.5,52,E3,0.5,1,63,1.0
127.25,127.5,64,E4,0.25,0,63,1.25
127.5,128.0,53,F3,0.5,1,63,1.5
127.5,128.0,73,C#5,0.5,0,63,1.5
127.75,128.0,64,E4,0.25,0,63,1.75
128.0,129.0,53,F3,1.0,1,64,0.0
128.0,129.0,65,F4,1.0,0,64,0.0
128.0,129.0,71,B4,1.0,0,64,0.0
128.0,129.0,45,A2,1.0,1,64,0.0
128.0,129.0,50,D3,1.0,1,64,0.0
128.0,129.0,74,D5,1.0,0,64,0.0
128.0,129.0,68,G#4,1.0,0,64,0.0
128.0,129.0,62,D4,1.0,0,64,0.0
128.0,129.0,59,B3,1.0,1,64,0.0
128.0,129.0,56,G#3,1.0,1,64,0.0
129.0,129.125,74,D5,0.125,0,64,1.0
129.125,129.25,73,C#5,0.125,0,64,1.125
129.25,129.375,71,B4,0.125,0,64,1.25
129.375,129.5,69,A4,0.125,0,64,1.375
129.5,129.625,68,G#4,0.125,0,64,1.5
129.625,129.75,66,F#4,0.125,0,64,1.625
129.75,129.875,64,E4,0.125,0,64,1.75
129.875,130.0,66,F#4,0.125,0,64,1.875
130.0,130.125,68,G#4,0.125,0,65,0.0
130.125,130.25,69,A4,0.125,0,65,0.125
130.25,130.375,71,B4,0.125,0,65,0.25
130.375,130.5,73,C#5,0.125,0,65,0.375
130.5,130.625,74,D5,0.125,0,65,0.5
130.625,130.75,76,E5,0.125,0,65,0.625
130.75,130.875,77,F5,0.125,0,65,0.75
130.875,131.0,76,E5,0.125,0,65,0.875
